Time(s)       Stress(out)        Total_Strain(in)       Visco-elastic_Strain    Visco-plastic_Strain 
 9.10500E+00  1.58562E-01  2.08520E-02  1.87782E-02  2.07384E-03 
 9.11000E+00  1.59462E-01  2.10080E-02  1.89342E-02  2.07385E-03 
 9.11500E+00  1.60407E-01  2.11720E-02  1.90981E-02  2.07386E-03 
 9.12000E+00  1.61388E-01  2.13430E-02  1.92691E-02  2.07387E-03 
 9.12500E+00  1.62408E-01  2.15210E-02  1.94471E-02  2.07387E-03 
 9.13000E+00  1.63470E-01  2.17070E-02  1.96331E-02  2.07388E-03 
 9.13500E+00  1.64557E-01  2.18980E-02  1.98241E-02  2.07389E-03 
 9.14000E+00  1.65688E-01  2.20970E-02  2.00231E-02  2.07390E-03 
 9.14500E+00  1.66849E-01  2.23020E-02  2.02281E-02  2.07391E-03 
 9.15000E+00  1.68043E-01  2.25130E-02  2.04391E-02  2.07392E-03 
 9.15500E+00  1.69267E-01  2.27300E-02  2.06561E-02  2.07393E-03 
 9.16000E+00  1.70524E-01  2.29530E-02  2.08791E-02  2.07394E-03 
 9.16500E+00  1.71812E-01  2.31820E-02  2.11081E-02  2.07395E-03 
 9.17000E+00  1.73126E-01  2.34160E-02  2.13420E-02  2.07396E-03 
 9.17500E+00  1.74461E-01  2.36540E-02  2.15800E-02  2.07397E-03 
 9.18000E+00  1.75828E-01  2.38980E-02  2.18240E-02  2.07397E-03 
 9.18500E+00  1.77217E-01  2.41460E-02  2.20720E-02  2.07398E-03 
 9.19000E+00  1.78628E-01  2.43980E-02  2.23240E-02  2.07399E-03 
 9.19500E+00  1.80055E-01  2.46530E-02  2.25790E-02  2.07400E-03 
 9.20000E+00  1.81510E-01  2.49130E-02  2.28390E-02  2.07401E-03 
 9.20500E+00  1.82977E-01  2.51750E-02  2.31010E-02  2.07402E-03 
 9.21000E+00  1.84461E-01  2.54400E-02  2.33660E-02  2.07403E-03 
 9.21500E+00  1.85964E-01  2.57080E-02  2.36340E-02  2.07404E-03 
 9.22000E+00  1.87479E-01  2.59780E-02  2.39040E-02  2.07404E-03 
 9.22500E+00  1.89008E-01  2.62500E-02  2.41759E-02  2.07405E-03 
 9.23000E+00  1.90545E-01  2.65230E-02  2.44489E-02  2.07406E-03 
 9.23500E+00  1.92091E-01  2.67970E-02  2.47229E-02  2.07407E-03 
 9.24000E+00  1.93646E-01  2.70720E-02  2.49979E-02  2.07408E-03 
 9.24500E+00  1.95205E-01  2.73470E-02  2.52729E-02  2.07409E-03 
 9.25000E+00  1.96773E-01  2.76230E-02  2.55489E-02  2.07410E-03 
 9.25500E+00  1.98341E-01  2.78980E-02  2.58239E-02  2.07410E-03 
 9.26000E+00  1.99908E-01  2.81720E-02  2.60979E-02  2.07411E-03 
 9.26500E+00  2.01480E-01  2.84460E-02  2.63719E-02  2.07412E-03 
 9.27000E+00  2.03047E-01  2.87180E-02  2.66439E-02  2.07413E-03 
 9.27500E+00  2.04614E-01  2.89890E-02  2.69149E-02  2.07414E-03 
 9.28000E+00  2.06175E-01  2.92580E-02  2.71839E-02  2.07415E-03 
 9.28500E+00  2.07732E-01  2.95250E-02  2.74508E-02  2.07415E-03 
 9.29000E+00  2.09278E-01  2.97890E-02  2.77148E-02  2.07416E-03 
 9.29500E+00  2.10814E-01  3.00500E-02  2.79758E-02  2.07417E-03 
 9.30000E+00  2.12340E-01  3.03080E-02  2.82338E-02  2.07418E-03 
 9.30500E+00  2.13855E-01  3.05630E-02  2.84888E-02  2.07419E-03 
 9.31000E+00  2.15354E-01  3.08140E-02  2.87398E-02  2.07420E-03 
 9.31500E+00  2.16843E-01  3.10620E-02  2.89878E-02  2.07421E-03 
 9.32000E+00  2.18309E-01  3.13050E-02  2.92308E-02  2.07421E-03 
 9.32500E+00  2.19760E-01  3.15440E-02  2.94698E-02  2.07422E-03 
 9.33000E+00  2.21193E-01  3.17790E-02  2.97048E-02  2.07423E-03 
 9.33500E+00  2.22598E-01  3.20080E-02  2.99338E-02  2.07424E-03 
 9.34000E+00  2.23987E-01  3.22330E-02  3.01588E-02  2.07425E-03 
 9.34500E+00  2.25352E-01  3.24530E-02  3.03787E-02  2.07426E-03 
 9.35000E+00  2.26693E-01  3.26680E-02  3.05937E-02  2.07427E-03 
 9.35500E+00  2.28005E-01  3.28770E-02  3.08027E-02  2.07427E-03 
 9.36000E+00  2.29286E-01  3.30800E-02  3.10057E-02  2.07428E-03 
 9.36500E+00  2.30542E-01  3.32780E-02  3.12037E-02  2.07429E-03 
 9.37000E+00  2.31768E-01  3.34700E-02  3.13957E-02  2.07430E-03 
 9.37500E+00  2.32961E-01  3.36560E-02  3.15817E-02  2.07431E-03 
 9.38000E+00  2.34123E-01  3.38360E-02  3.17617E-02  2.07432E-03 
 9.38500E+00  2.35251E-01  3.40100E-02  3.19357E-02  2.07433E-03 
 9.39000E+00  2.36340E-01  3.41770E-02  3.21027E-02  2.07434E-03 
 9.39500E+00  2.37402E-01  3.43390E-02  3.22647E-02  2.07434E-03 
 9.40000E+00  2.38416E-01  3.44930E-02  3.24186E-02  2.07435E-03 
 9.40500E+00  2.39403E-01  3.46420E-02  3.25676E-02  2.07436E-03 
 9.41000E+00  2.40340E-01  3.47830E-02  3.27086E-02  2.07437E-03 
 9.41500E+00  2.41242E-01  3.49180E-02  3.28436E-02  2.07438E-03 
 9.42000E+00  2.42108E-01  3.50470E-02  3.29726E-02  2.07439E-03 
 9.42500E+00  2.42930E-01  3.51690E-02  3.30946E-02  2.07440E-03 
 9.43000E+00  2.43701E-01  3.52830E-02  3.32086E-02  2.07441E-03 
 9.43500E+00  2.44441E-01  3.53920E-02  3.33176E-02  2.07442E-03 
 9.44000E+00  2.45129E-01  3.54930E-02  3.34186E-02  2.07443E-03 
 9.44500E+00  2.45778E-01  3.55880E-02  3.35136E-02  2.07443E-03 
 9.45000E+00  2.46374E-01  3.56750E-02  3.36006E-02  2.07444E-03 
 9.45500E+00  2.46931E-01  3.57560E-02  3.36815E-02  2.07445E-03 
 9.46000E+00  2.47440E-01  3.58300E-02  3.37555E-02  2.07446E-03 
 9.46500E+00  2.47903E-01  3.58970E-02  3.38225E-02  2.07447E-03 
 9.47000E+00  2.48317E-01  3.59570E-02  3.38825E-02  2.07448E-03 
 9.47500E+00  2.48683E-01  3.60100E-02  3.39355E-02  2.07449E-03 
 9.48000E+00  2.49002E-01  3.60560E-02  3.39815E-02  2.07450E-03 
 9.48500E+00  2.49271E-01  3.60950E-02  3.40205E-02  2.07451E-03 
 9.49000E+00  2.49492E-01  3.61270E-02  3.40525E-02  2.07452E-03 
 9.49500E+00  2.49663E-01  3.61520E-02  3.40775E-02  2.07453E-03 
 9.50000E+00  2.49786E-01  3.61700E-02  3.40955E-02  2.07454E-03 
 9.50500E+00  2.49859E-01  3.61810E-02  3.41065E-02  2.07454E-03 
 9.51000E+00  2.49883E-01  3.61850E-02  3.41104E-02  2.07455E-03 
 9.51500E+00  2.49857E-01  3.61820E-02  3.41074E-02  2.07456E-03 
 9.52000E+00  2.49782E-01  3.61720E-02  3.40974E-02  2.07457E-03 
 9.52500E+00  2.49665E-01  3.61560E-02  3.40814E-02  2.07458E-03 
 9.53000E+00  2.49492E-01  3.61320E-02  3.40574E-02  2.07459E-03 
 9.53500E+00  2.49270E-01  3.61010E-02  3.40264E-02  2.07460E-03 
 9.54000E+00  2.48998E-01  3.60630E-02  3.39884E-02  2.07461E-03 
 9.54500E+00  2.48679E-01  3.60180E-02  3.39434E-02  2.07462E-03 
 9.55000E+00  2.48310E-01  3.59660E-02  3.38914E-02  2.07463E-03 
 9.55500E+00  2.47901E-01  3.59080E-02  3.38334E-02  2.07464E-03 
 9.56000E+00  2.47437E-01  3.58420E-02  3.37674E-02  2.07465E-03 
 9.56500E+00  2.46932E-01  3.57700E-02  3.36953E-02  2.07465E-03 
 9.57000E+00  2.46374E-01  3.56900E-02  3.36153E-02  2.07466E-03 
 9.57500E+00  2.45775E-01  3.56040E-02  3.35293E-02  2.07467E-03 
 9.58000E+00  2.45124E-01  3.55100E-02  3.34353E-02  2.07468E-03 
 9.58500E+00  2.44433E-01  3.54100E-02  3.33353E-02  2.07469E-03 
 9.59000E+00  2.43705E-01  3.53040E-02  3.32293E-02  2.07470E-03 
 9.59500E+00  2.42924E-01  3.51900E-02  3.31153E-02  2.07471E-03 
 9.60000E+00  2.42106E-01  3.50700E-02  3.29953E-02  2.07472E-03 
 9.60500E+00  2.41245E-01  3.49430E-02  3.28683E-02  2.07473E-03 
 9.61000E+00  2.40340E-01  3.48090E-02  3.27343E-02  2.07474E-03 
 9.61500E+00  2.39399E-01  3.46690E-02  3.25943E-02  2.07474E-03 
 9.62000E+00  2.38416E-01  3.45220E-02  3.24472E-02  2.07475E-03 
 9.62500E+00  2.37399E-01  3.43690E-02  3.22942E-02  2.07476E-03 
 9.63000E+00  2.36340E-01  3.42090E-02  3.21342E-02  2.07477E-03 
 9.63500E+00  2.35247E-01  3.40430E-02  3.19682E-02  2.07478E-03 
 9.64000E+00  2.34121E-01  3.38710E-02  3.17962E-02  2.07479E-03 
 9.64500E+00  2.32955E-01  3.36920E-02  3.16172E-02  2.07480E-03 
 9.65000E+00  2.31764E-01  3.35080E-02  3.14332E-02  2.07481E-03 
 9.65500E+00  2.30540E-01  3.33180E-02  3.12432E-02  2.07481E-03 
 9.66000E+00  2.29285E-01  3.31220E-02  3.10472E-02  2.07482E-03 
 9.66500E+00  2.27999E-01  3.29200E-02  3.08452E-02  2.07483E-03 
 9.67000E+00  2.26689E-01  3.27130E-02  3.06382E-02  2.07484E-03 
 9.67500E+00  2.25348E-01  3.25000E-02  3.04252E-02  2.07485E-03 
 9.68000E+00  2.23983E-01  3.22820E-02  3.02071E-02  2.07486E-03 
 9.68500E+00  2.22595E-01  3.20590E-02  2.99841E-02  2.07487E-03 
 9.69000E+00  2.21189E-01  3.18320E-02  2.97571E-02  2.07488E-03 
 9.69500E+00  2.19755E-01  3.15990E-02  2.95241E-02  2.07488E-03 
 9.70000E+00  2.18304E-01  3.13620E-02  2.92871E-02  2.07489E-03 
 9.70500E+00  2.16836E-01  3.11210E-02  2.90461E-02  2.07490E-03 
 9.71000E+00  2.15351E-01  3.08760E-02  2.88011E-02  2.07491E-03 
 9.71500E+00  2.13850E-01  3.06270E-02  2.85521E-02  2.07492E-03 
 9.72000E+00  2.12333E-01  3.03740E-02  2.82991E-02  2.07493E-03 
 9.72500E+00  2.10811E-01  3.01190E-02  2.80441E-02  2.07494E-03 
 9.73000E+00  2.09272E-01  2.98600E-02  2.77851E-02  2.07494E-03 
 9.73500E+00  2.07722E-01  2.95980E-02  2.75230E-02  2.07495E-03 
 9.74000E+00  2.06167E-01  2.93340E-02  2.72590E-02  2.07496E-03 
 9.74500E+00  2.04607E-01  2.90680E-02  2.69930E-02  2.07497E-03 
 9.75000E+00  2.03042E-01  2.88000E-02  2.67250E-02  2.07498E-03 
 9.75500E+00  2.01476E-01  2.85310E-02  2.64560E-02  2.07499E-03 
 9.76000E+00  1.99905E-01  2.82600E-02  2.61850E-02  2.07499E-03 
 9.76500E+00  1.98333E-01  2.79880E-02  2.59130E-02  2.07500E-03 
 9.77000E+00  1.96765E-01  2.77160E-02  2.56410E-02  2.07501E-03 
 9.77500E+00  1.95202E-01  2.74440E-02  2.53690E-02  2.07502E-03 
 9.78000E+00  1.93637E-01  2.71710E-02  2.50960E-02  2.07503E-03 
 9.78500E+00  1.92087E-01  2.69000E-02  2.48250E-02  2.07504E-03 
 9.79000E+00  1.90540E-01  2.66290E-02  2.45540E-02  2.07505E-03 
 9.79500E+00  1.89002E-01  2.63590E-02  2.42839E-02  2.07505E-03 
 9.80000E+00  1.87471E-01  2.60900E-02  2.40149E-02  2.07506E-03 
 9.80500E+00  1.85960E-01  2.58240E-02  2.37489E-02  2.07507E-03 
 9.81000E+00  1.84455E-01  2.55590E-02  2.34839E-02  2.07508E-03 
 9.81500E+00  1.82969E-01  2.52970E-02  2.32219E-02  2.07509E-03 
 9.82000E+00  1.81500E-01  2.50380E-02  2.29629E-02  2.07510E-03 
 9.82500E+00  1.80048E-01  2.47820E-02  2.27069E-02  2.07511E-03 
 9.83000E+00  1.78619E-01  2.45300E-02  2.24549E-02  2.07511E-03 
 9.83500E+00  1.77206E-01  2.42810E-02  2.22059E-02  2.07512E-03 
 9.84000E+00  1.75820E-01  2.40370E-02  2.19619E-02  2.07513E-03 
 9.84500E+00  1.74456E-01  2.37970E-02  2.17219E-02  2.07514E-03 
 9.85000E+00  1.73119E-01  2.35620E-02  2.14869E-02  2.07515E-03 
 9.85500E+00  1.71802E-01  2.33310E-02  2.12558E-02  2.07516E-03 
 9.86000E+00  1.70518E-01  2.31060E-02  2.10308E-02  2.07517E-03 
 9.86500E+00  1.69260E-01  2.28860E-02  2.08108E-02  2.07518E-03 
 9.87000E+00  1.68034E-01  2.26720E-02  2.05968E-02  2.07519E-03 
 9.87500E+00  1.66839E-01  2.24640E-02  2.03888E-02  2.07519E-03 
 9.88000E+00  1.65682E-01  2.22630E-02  2.01878E-02  2.07520E-03 
 9.88500E+00  1.64551E-01  2.20670E-02  1.99918E-02  2.07521E-03 
 9.89000E+00  1.63457E-01  2.18780E-02  1.98028E-02  2.07522E-03 
 9.89500E+00  1.62401E-01  2.16960E-02  1.96208E-02  2.07523E-03 
 9.90000E+00  1.61383E-01  2.15210E-02  1.94458E-02  2.07524E-03 
 9.90500E+00  1.60396E-01  2.13520E-02  1.92767E-02  2.07525E-03 
 9.91000E+00  1.59454E-01  2.11910E-02  1.91157E-02  2.07526E-03 
 9.91500E+00  1.58549E-01  2.10370E-02  1.89617E-02  2.07527E-03 
 9.92000E+00  1.57689E-01  2.08910E-02  1.88157E-02  2.07528E-03 
 9.92500E+00  1.56868E-01  2.07520E-02  1.86767E-02  2.07529E-03 
 9.93000E+00  1.56091E-01  2.06210E-02  1.85457E-02  2.07530E-03 
 9.93500E+00  1.55354E-01  2.04970E-02  1.84217E-02  2.07531E-03 
 9.94000E+00  1.54662E-01  2.03810E-02  1.83057E-02  2.07532E-03 
 9.94500E+00  1.54017E-01  2.02730E-02  1.81977E-02  2.07533E-03 
 9.95000E+00  1.53417E-01  2.01730E-02  1.80977E-02  2.07534E-03 
 9.95500E+00  1.52858E-01  2.00800E-02  1.80046E-02  2.07535E-03 
 9.96000E+00  1.52352E-01  1.99960E-02  1.79206E-02  2.07536E-03 
 9.96500E+00  1.51887E-01  1.99190E-02  1.78436E-02  2.07537E-03 
 9.97000E+00  1.51475E-01  1.98510E-02  1.77756E-02  2.07538E-03 
 9.97500E+00  1.51106E-01  1.97900E-02  1.77146E-02  2.07539E-03 
 9.98000E+00  1.50790E-01  1.97380E-02  1.76626E-02  2.07541E-03 
 9.98500E+00  1.50516E-01  1.96930E-02  1.76176E-02  2.07542E-03 
 9.99000E+00  1.50298E-01  1.96570E-02  1.75816E-02  2.07543E-03 
 9.99500E+00  1.50127E-01  1.96290E-02  1.75536E-02  2.07544E-03 
 1.00000E+01  1.49999E-01  1.96080E-02  1.75326E-02  2.07545E-03 
 1.00050E+01  1.49927E-01  1.95960E-02  1.75205E-02  2.07546E-03 
 1.00100E+01  1.49903E-01  1.95920E-02  1.75165E-02  2.07547E-03 
